continent,country_code,country_name,level1_name,level1_type,level2_name,level2_type,level3_name,level3_type,name,type,parent_name,parent_type,parent_slug,parent_import_key,display_name,slug,import_key,leaf_level,leaf_code,leaf_type,path
Europe,AD,Principality of Andorra,Canillo,Parish,,,,,Canillo,Parish,Principality of Andorra,country,europe/principality-of-andorra,AD::country,"Canillo, Principality of Andorra, Europe",europe/principality-of-andorra/canillo,AD::AD-02::1::canillo::europe::principality-of-andorra::canillo,1,AD-02,Parish,Europe > Principality of Andorra > Canillo
Europe,AD,Principality of Andorra,Encamp,Parish,,,,,Encamp,Parish,Principality of Andorra,country,europe/principality-of-andorra,AD::country,"Encamp, Principality of Andorra, Europe",europe/principality-of-andorra/encamp,AD::AD-03::1::encamp::europe::principality-of-andorra::encamp,1,AD-03,Parish,Europe > Principality of Andorra > Encamp
Europe,AD,Principality of Andorra,La Massana,Parish,,,,,La Massana,Parish,Principality of Andorra,country,europe/principality-of-andorra,AD::country,"La Massana, Principality of Andorra, Europe",europe/principality-of-andorra/la-massana,AD::AD-04::1::la-massana::europe::principality-of-andorra::la-massana,1,AD-04,Parish,Europe > Principality of Andorra > La Massana
Europe,AD,Principality of Andorra,Ordino,Parish,,,,,Ordino,Parish,Principality of Andorra,country,europe/principality-of-andorra,AD::country,"Ordino, Principality of Andorra, Europe",europe/principality-of-andorra/ordino,AD::AD-05::1::ordino::europe::principality-of-andorra::ordino,1,AD-05,Parish,Europe > Principality of Andorra > Ordino
Europe,AD,Principality of Andorra,Sant Julià de Lòria,Parish,,,,,Sant Julià de Lòria,Parish,Principality of Andorra,country,europe/principality-of-andorra,AD::country,"Sant Julià de Lòria, Principality of Andorra, Europe",europe/principality-of-andorra/sant-julia-de-loria,AD::AD-06::1::sant-julia-de-loria::europe::principality-of-andorra::sant-julia-de-loria,1,AD-06,Parish,Europe > Principality of Andorra > Sant Julià de Lòria
Europe,AD,Principality of Andorra,Andorra la Vella,Parish,,,,,Andorra la Vella,Parish,Principality of Andorra,country,europe/principality-of-andorra,AD::country,"Andorra la Vella, Principality of Andorra, Europe",europe/principality-of-andorra/andorra-la-vella,AD::AD-07::1::andorra-la-vella::europe::principality-of-andorra::andorra-la-vella,1,AD-07,Parish,Europe > Principality of Andorra > Andorra la Vella
Europe,AD,Principality of Andorra,Escaldes-Engordany,Parish,,,,,Escaldes-Engordany,Parish,Principality of Andorra,country,europe/principality-of-andorra,AD::country,"Escaldes-Engordany, Principality of Andorra, Europe",europe/principality-of-andorra/escaldes-engordany,AD::AD-08::1::escaldes-engordany::europe::principality-of-andorra::escaldes-engordany,1,AD-08,Parish,Europe > Principality of Andorra > Escaldes-Engordany
Asia,AE,United Arab Emirates,‘Ajmān,Emirate,,,,,‘Ajmān,Emirate,United Arab Emirates,country,asia/united-arab-emirates,AE::country,"‘Ajmān, United Arab Emirates, Asia",asia/united-arab-emirates/ajman,AE::AE-AJ::1::ajman::asia::united-arab-emirates::ajman,1,AE-AJ,Emirate,Asia > United Arab Emirates > ‘Ajmān
Asia,AE,United Arab Emirates,Abū Z̧aby,Emirate,,,,,Abū Z̧aby,Emirate,United Arab Emirates,country,asia/united-arab-emirates,AE::country,"Abū Z̧aby, United Arab Emirates, Asia",asia/united-arab-emirates/abu-zaby,AE::AE-AZ::1::abu-zaby::asia::united-arab-emirates::abu-zaby,1,AE-AZ,Emirate,Asia > United Arab Emirates > Abū Z̧aby
Asia,AE,United Arab Emirates,Dubayy,Emirate,,,,,Dubayy,Emirate,United Arab Emirates,country,asia/united-arab-emirates,AE::country,"Dubayy, United Arab Emirates, Asia",asia/united-arab-emirates/dubayy,AE::AE-DU::1::dubayy::asia::united-arab-emirates::dubayy,1,AE-DU,Emirate,Asia > United Arab Emirates > Dubayy
Asia,AE,United Arab Emirates,Al Fujayrah,Emirate,,,,,Al Fujayrah,Emirate,United Arab Emirates,country,asia/united-arab-emirates,AE::country,"Al Fujayrah, United Arab Emirates, Asia",asia/united-arab-emirates/al-fujayrah,AE::AE-FU::1::al-fujayrah::asia::united-arab-emirates::al-fujayrah,1,AE-FU,Emirate,Asia > United Arab Emirates > Al Fujayrah
Asia,AE,United Arab Emirates,Ra’s al Khaymah,Emirate,,,,,Ra’s al Khaymah,Emirate,United Arab Emirates,country,asia/united-arab-emirates,AE::country,"Ra’s al Khaymah, United Arab Emirates, Asia",asia/united-arab-emirates/ras-al-khaymah,AE::AE-RK::1::ras-al-khaymah::asia::united-arab-emirates::ras-al-khaymah,1,AE-RK,Emirate,Asia > United Arab Emirates > Ra’s al Khaymah
Asia,AE,United Arab Emirates,Ash Shāriqah,Emirate,,,,,Ash Shāriqah,Emirate,United Arab Emirates,country,asia/united-arab-emirates,AE::country,"Ash Shāriqah, United Arab Emirates, Asia",asia/united-arab-emirates/ash-shariqah,AE::AE-SH::1::ash-shariqah::asia::united-arab-emirates::ash-shariqah,1,AE-SH,Emirate,Asia > United Arab Emirates > Ash Shāriqah
Asia,AE,United Arab Emirates,Umm al Qaywayn,Emirate,,,,,Umm al Qaywayn,Emirate,United Arab Emirates,country,asia/united-arab-emirates,AE::country,"Umm al Qaywayn, United Arab Emirates, Asia",asia/united-arab-emirates/umm-al-qaywayn,AE::AE-UQ::1::umm-al-qaywayn::asia::united-arab-emirates::umm-al-qaywayn,1,AE-UQ,Emirate,Asia > United Arab Emirates > Umm al Qaywayn
Asia,AF,Islamic Republic of Afghanistan,Balkh,Province,,,,,Balkh,Province,Islamic Republic of Afghanistan,country,asia/islamic-republic-of-afghanistan,AF::country,"Balkh, Islamic Republic of Afghanistan, Asia",asia/islamic-republic-of-afghanistan/balkh,AF::AF-BAL::1::balkh::asia::islamic-republic-of-afghanistan::balkh,1,AF-BAL,Province,Asia > Islamic Republic of Afghanistan > Balkh
Asia,AF,Islamic Republic of Afghanistan,Bāmyān,Province,,,,,Bāmyān,Province,Islamic Republic of Afghanistan,country,asia/islamic-republic-of-afghanistan,AF::country,"Bāmyān, Islamic Republic of Afghanistan, Asia",asia/islamic-republic-of-afghanistan/bamyan,AF::AF-BAM::1::bamyan::asia::islamic-republic-of-afghanistan::bamyan,1,AF-BAM,Province,Asia > Islamic Republic of Afghanistan > Bāmyān
Asia,AF,Islamic Republic of Afghanistan,Bādghīs,Province,,,,,Bādghīs,Province,Islamic Republic of Afghanistan,country,asia/islamic-republic-of-afghanistan,AF::country,"Bādghīs, Islamic Republic of Afghanistan, Asia",asia/islamic-republic-of-afghanistan/badghis,AF::AF-BDG::1::badghis::asia::islamic-republic-of-afghanistan::badghis,1,AF-BDG,Province,Asia > Islamic Republic of Afghanistan > Bādghīs
Asia,AF,Islamic Republic of Afghanistan,Badakhshān,Province,,,,,Badakhshān,Province,Islamic Republic of Afghanistan,country,asia/islamic-republic-of-afghanistan,AF::country,"Badakhshān, Islamic Republic of Afghanistan, Asia",asia/islamic-republic-of-afghanistan/badakhshan,AF::AF-BDS::1::badakhshan::asia::islamic-republic-of-afghanistan::badakhshan,1,AF-BDS,Province,Asia > Islamic Republic of Afghanistan > Badakhshān
Asia,AF,Islamic Republic of Afghanistan,Baghlān,Province,,,,,Baghlān,Province,Islamic Republic of Afghanistan,country,asia/islamic-republic-of-afghanistan,AF::country,"Baghlān, Islamic Republic of Afghanistan, Asia",asia/islamic-republic-of-afghanistan/baghlan,AF::AF-BGL::1::baghlan::asia::islamic-republic-of-afghanistan::baghlan,1,AF-BGL,Province,Asia > Islamic Republic of Afghanistan > Baghlān
Asia,AF,Islamic Republic of Afghanistan,Dāykundī,Province,,,,,Dāykundī,Province,Islamic Republic of Afghanistan,country,asia/islamic-republic-of-afghanistan,AF::country,"Dāykundī, Islamic Republic of Afghanistan, Asia",asia/islamic-republic-of-afghanistan/daykundi,AF::AF-DAY::1::daykundi::asia::islamic-republic-of-afghanistan::daykundi,1,AF-DAY,Province,Asia > Islamic Republic of Afghanistan > Dāykundī
Asia,AF,Islamic Republic of Afghanistan,Farāh,Province,,,,,Farāh,Province,Islamic Republic of Afghanistan,country,asia/islamic-republic-of-afghanistan,AF::country,"Farāh, Islamic Republic of Afghanistan, Asia",asia/islamic-republic-of-afghanistan/farah,AF::AF-FRA::1::farah::asia::islamic-republic-of-afghanistan::farah,1,AF-FRA,Province,Asia > Islamic Republic of Afghanistan > Farāh
Asia,AF,Islamic Republic of Afghanistan,Fāryāb,Province,,,,,Fāryāb,Province,Islamic Republic of Afghanistan,country,asia/islamic-republic-of-afghanistan,AF::country,"Fāryāb, Islamic Republic of Afghanistan, Asia",asia/islamic-republic-of-afghanistan/faryab,AF::AF-FYB::1::faryab::asia::islamic-republic-of-afghanistan::faryab,1,AF-FYB,Province,Asia > Islamic Republic of Afghanistan > Fāryāb
Asia,AF,Islamic Republic of Afghanistan,Ghaznī,Province,,,,,Ghaznī,Province,Islamic Republic of Afghanistan,country,asia/islamic-republic-of-afghanistan,AF::country,"Ghaznī, Islamic Republic of Afghanistan, Asia",asia/islamic-republic-of-afghanistan/ghazni,AF::AF-GHA::1::ghazni::asia::islamic-republic-of-afghanistan::ghazni,1,AF-GHA,Province,Asia > Islamic Republic of Afghanistan > Ghaznī
Asia,AF,Islamic Republic of Afghanistan,Ghōr,Province,,,,,Ghōr,Province,Islamic Republic of Afghanistan,country,asia/islamic-republic-of-afghanistan,AF::country,"Ghōr, Islamic Republic of Afghanistan, Asia",asia/islamic-republic-of-afghanistan/ghor,AF::AF-GHO::1::ghor::asia::islamic-republic-of-afghanistan::ghor,1,AF-GHO,Province,Asia > Islamic Republic of Afghanistan > Ghōr
Asia,AF,Islamic Republic of Afghanistan,Helmand,Province,,,,,Helmand,Province,Islamic Republic of Afghanistan,country,asia/islamic-republic-of-afghanistan,AF::country,"Helmand, Islamic Republic of Afghanistan, Asia",asia/islamic-republic-of-afghanistan/helmand,AF::AF-HEL::1::helmand::asia::islamic-republic-of-afghanistan::helmand,1,AF-HEL,Province,Asia > Islamic Republic of Afghanistan > Helmand
Asia,AF,Islamic Republic of Afghanistan,Herāt,Province,,,,,Herāt,Province,Islamic Republic of Afghanistan,country,asia/islamic-republic-of-afghanistan,AF::country,"Herāt, Islamic Republic of Afghanistan, Asia",asia/islamic-republic-of-afghanistan/herat,AF::AF-HER::1::herat::asia::islamic-republic-of-afghanistan::herat,1,AF-HER,Province,Asia > Islamic Republic of Afghanistan > Herāt
Asia,AF,Islamic Republic of Afghanistan,Jowzjān,Province,,,,,Jowzjān,Province,Islamic Republic of Afghanistan,country,asia/islamic-republic-of-afghanistan,AF::country,"Jowzjān, Islamic Republic of Afghanistan, Asia",asia/islamic-republic-of-afghanistan/jowzjan,AF::AF-JOW::1::jowzjan::asia::islamic-republic-of-afghanistan::jowzjan,1,AF-JOW,Province,Asia > Islamic Republic of Afghanistan > Jowzjān
Asia,AF,Islamic Republic of Afghanistan,Kābul,Province,,,,,Kābul,Province,Islamic Republic of Afghanistan,country,asia/islamic-republic-of-afghanistan,AF::country,"Kābul, Islamic Republic of Afghanistan, Asia",asia/islamic-republic-of-afghanistan/kabul,AF::AF-KAB::1::kabul::asia::islamic-republic-of-afghanistan::kabul,1,AF-KAB,Province,Asia > Islamic Republic of Afghanistan > Kābul
Asia,AF,Islamic Republic of Afghanistan,Kandahār,Province,,,,,Kandahār,Province,Islamic Republic of Afghanistan,country,asia/islamic-republic-of-afghanistan,AF::country,"Kandahār, Islamic Republic of Afghanistan, Asia",asia/islamic-republic-of-afghanistan/kandahar,AF::AF-KAN::1::kandahar::asia::islamic-republic-of-afghanistan::kandahar,1,AF-KAN,Province,Asia > Islamic Republic of Afghanistan > Kandahār
Asia,AF,Islamic Republic of Afghanistan,Kāpīsā,Province,,,,,Kāpīsā,Province,Islamic Republic of Afghanistan,country,asia/islamic-republic-of-afghanistan,AF::country,"Kāpīsā, Islamic Republic of Afghanistan, Asia",asia/islamic-republic-of-afghanistan/kapisa,AF::AF-KAP::1::kapisa::asia::islamic-republic-of-afghanistan::kapisa,1,AF-KAP,Province,Asia > Islamic Republic of Afghanistan > Kāpīsā
Asia,AF,Islamic Republic of Afghanistan,Kunduz,Province,,,,,Kunduz,Province,Islamic Republic of Afghanistan,country,asia/islamic-republic-of-afghanistan,AF::country,"Kunduz, Islamic Republic of Afghanistan, Asia",asia/islamic-republic-of-afghanistan/kunduz,AF::AF-KDZ::1::kunduz::asia::islamic-republic-of-afghanistan::kunduz,1,AF-KDZ,Province,Asia > Islamic Republic of Afghanistan > Kunduz
Asia,AF,Islamic Republic of Afghanistan,Khōst,Province,,,,,Khōst,Province,Islamic Republic of Afghanistan,country,asia/islamic-republic-of-afghanistan,AF::country,"Khōst, Islamic Republic of Afghanistan, Asia",asia/islamic-republic-of-afghanistan/khost,AF::AF-KHO::1::khost::asia::islamic-republic-of-afghanistan::khost,1,AF-KHO,Province,Asia > Islamic Republic of Afghanistan > Khōst
Asia,AF,Islamic Republic of Afghanistan,Kunaṟ,Province,,,,,Kunaṟ,Province,Islamic Republic of Afghanistan,country,asia/islamic-republic-of-afghanistan,AF::country,"Kunaṟ, Islamic Republic of Afghanistan, Asia",asia/islamic-republic-of-afghanistan/kunar,AF::AF-KNR::1::kunar::asia::islamic-republic-of-afghanistan::kunar,1,AF-KNR,Province,Asia > Islamic Republic of Afghanistan > Kunaṟ
Asia,AF,Islamic Republic of Afghanistan,Laghmān,Province,,,,,Laghmān,Province,Islamic Republic of Afghanistan,country,asia/islamic-republic-of-afghanistan,AF::country,"Laghmān, Islamic Republic of Afghanistan, Asia",asia/islamic-republic-of-afghanistan/laghman,AF::AF-LAG::1::laghman::asia::islamic-republic-of-afghanistan::laghman,1,AF-LAG,Province,Asia > Islamic Republic of Afghanistan > Laghmān
Asia,AF,Islamic Republic of Afghanistan,Lōgar,Province,,,,,Lōgar,Province,Islamic Republic of Afghanistan,country,asia/islamic-republic-of-afghanistan,AF::country,"Lōgar, Islamic Republic of Afghanistan, Asia",asia/islamic-republic-of-afghanistan/logar,AF::AF-LOG::1::logar::asia::islamic-republic-of-afghanistan::logar,1,AF-LOG,Province,Asia > Islamic Republic of Afghanistan > Lōgar
Asia,AF,Islamic Republic of Afghanistan,Nangarhār,Province,,,,,Nangarhār,Province,Islamic Republic of Afghanistan,country,asia/islamic-republic-of-afghanistan,AF::country,"Nangarhār, Islamic Republic of Afghanistan, Asia",asia/islamic-republic-of-afghanistan/nangarhar,AF::AF-NAN::1::nangarhar::asia::islamic-republic-of-afghanistan::nangarhar,1,AF-NAN,Province,Asia > Islamic Republic of Afghanistan > Nangarhār
Asia,AF,Islamic Republic of Afghanistan,Nīmrōz,Province,,,,,Nīmrōz,Province,Islamic Republic of Afghanistan,country,asia/islamic-republic-of-afghanistan,AF::country,"Nīmrōz, Islamic Republic of Afghanistan, Asia",asia/islamic-republic-of-afghanistan/nimroz,AF::AF-NIM::1::nimroz::asia::islamic-republic-of-afghanistan::nimroz,1,AF-NIM,Province,Asia > Islamic Republic of Afghanistan > Nīmrōz
Asia,AF,Islamic Republic of Afghanistan,Nūristān,Province,,,,,Nūristān,Province,Islamic Republic of Afghanistan,country,asia/islamic-republic-of-afghanistan,AF::country,"Nūristān, Islamic Republic of Afghanistan, Asia",asia/islamic-republic-of-afghanistan/nuristan,AF::AF-NUR::1::nuristan::asia::islamic-republic-of-afghanistan::nuristan,1,AF-NUR,Province,Asia > Islamic Republic of Afghanistan > Nūristān
Asia,AF,Islamic Republic of Afghanistan,Panjshayr,Province,,,,,Panjshayr,Province,Islamic Republic of Afghanistan,country,asia/islamic-republic-of-afghanistan,AF::country,"Panjshayr, Islamic Republic of Afghanistan, Asia",asia/islamic-republic-of-afghanistan/panjshayr,AF::AF-PAN::1::panjshayr::asia::islamic-republic-of-afghanistan::panjshayr,1,AF-PAN,Province,Asia > Islamic Republic of Afghanistan > Panjshayr
Asia,AF,Islamic Republic of Afghanistan,Parwān,Province,,,,,Parwān,Province,Islamic Republic of Afghanistan,country,asia/islamic-republic-of-afghanistan,AF::country,"Parwān, Islamic Republic of Afghanistan, Asia",asia/islamic-republic-of-afghanistan/parwan,AF::AF-PAR::1::parwan::asia::islamic-republic-of-afghanistan::parwan,1,AF-PAR,Province,Asia > Islamic Republic of Afghanistan > Parwān
Asia,AF,Islamic Republic of Afghanistan,Paktiyā,Province,,,,,Paktiyā,Province,Islamic Republic of Afghanistan,country,asia/islamic-republic-of-afghanistan,AF::country,"Paktiyā, Islamic Republic of Afghanistan, Asia",asia/islamic-republic-of-afghanistan/paktiya,AF::AF-PIA::1::paktiya::asia::islamic-republic-of-afghanistan::paktiya,1,AF-PIA,Province,Asia > Islamic Republic of Afghanistan > Paktiyā
Asia,AF,Islamic Republic of Afghanistan,Paktīkā,Province,,,,,Paktīkā,Province,Islamic Republic of Afghanistan,country,asia/islamic-republic-of-afghanistan,AF::country,"Paktīkā, Islamic Republic of Afghanistan, Asia",asia/islamic-republic-of-afghanistan/paktika,AF::AF-PKA::1::paktika::asia::islamic-republic-of-afghanistan::paktika,1,AF-PKA,Province,Asia > Islamic Republic of Afghanistan > Paktīkā
Asia,AF,Islamic Republic of Afghanistan,Samangān,Province,,,,,Samangān,Province,Islamic Republic of Afghanistan,country,asia/islamic-republic-of-afghanistan,AF::country,"Samangān, Islamic Republic of Afghanistan, Asia",asia/islamic-republic-of-afghanistan/samangan,AF::AF-SAM::1::samangan::asia::islamic-republic-of-afghanistan::samangan,1,AF-SAM,Province,Asia > Islamic Republic of Afghanistan > Samangān
Asia,AF,Islamic Republic of Afghanistan,Sar-e Pul,Province,,,,,Sar-e Pul,Province,Islamic Republic of Afghanistan,country,asia/islamic-republic-of-afghanistan,AF::country,"Sar-e Pul, Islamic Republic of Afghanistan, Asia",asia/islamic-republic-of-afghanistan/sar-e-pul,AF::AF-SAR::1::sar-e-pul::asia::islamic-republic-of-afghanistan::sar-e-pul,1,AF-SAR,Province,Asia > Islamic Republic of Afghanistan > Sar-e Pul
Asia,AF,Islamic Republic of Afghanistan,Takhār,Province,,,,,Takhār,Province,Islamic Republic of Afghanistan,country,asia/islamic-republic-of-afghanistan,AF::country,"Takhār, Islamic Republic of Afghanistan, Asia",asia/islamic-republic-of-afghanistan/takhar,AF::AF-TAK::1::takhar::asia::islamic-republic-of-afghanistan::takhar,1,AF-TAK,Province,Asia > Islamic Republic of Afghanistan > Takhār
Asia,AF,Islamic Republic of Afghanistan,Uruzgān,Province,,,,,Uruzgān,Province,Islamic Republic of Afghanistan,country,asia/islamic-republic-of-afghanistan,AF::country,"Uruzgān, Islamic Republic of Afghanistan, Asia",asia/islamic-republic-of-afghanistan/uruzgan,AF::AF-URU::1::uruzgan::asia::islamic-republic-of-afghanistan::uruzgan,1,AF-URU,Province,Asia > Islamic Republic of Afghanistan > Uruzgān
Asia,AF,Islamic Republic of Afghanistan,Wardak,Province,,,,,Wardak,Province,Islamic Republic of Afghanistan,country,asia/islamic-republic-of-afghanistan,AF::country,"Wardak, Islamic Republic of Afghanistan, Asia",asia/islamic-republic-of-afghanistan/wardak,AF::AF-WAR::1::wardak::asia::islamic-republic-of-afghanistan::wardak,1,AF-WAR,Province,Asia > Islamic Republic of Afghanistan > Wardak
Asia,AF,Islamic Republic of Afghanistan,Zābul,Province,,,,,Zābul,Province,Islamic Republic of Afghanistan,country,asia/islamic-republic-of-afghanistan,AF::country,"Zābul, Islamic Republic of Afghanistan, Asia",asia/islamic-republic-of-afghanistan/zabul,AF::AF-ZAB::1::zabul::asia::islamic-republic-of-afghanistan::zabul,1,AF-ZAB,Province,Asia > Islamic Republic of Afghanistan > Zābul
North America,AG,Antigua and Barbuda,Saint George,Parish,,,,,Saint George,Parish,Antigua and Barbuda,country,north-america/antigua-and-barbuda,AG::country,"Saint George, Antigua and Barbuda, North America",north-america/antigua-and-barbuda/saint-george,AG::AG-03::1::saint-george::north-america::antigua-and-barbuda::saint-george,1,AG-03,Parish,North America > Antigua and Barbuda > Saint George
North America,AG,Antigua and Barbuda,Saint John,Parish,,,,,Saint John,Parish,Antigua and Barbuda,country,north-america/antigua-and-barbuda,AG::country,"Saint John, Antigua and Barbuda, North America",north-america/antigua-and-barbuda/saint-john,AG::AG-04::1::saint-john::north-america::antigua-and-barbuda::saint-john,1,AG-04,Parish,North America > Antigua and Barbuda > Saint John
North America,AG,Antigua and Barbuda,Saint Mary,Parish,,,,,Saint Mary,Parish,Antigua and Barbuda,country,north-america/antigua-and-barbuda,AG::country,"Saint Mary, Antigua and Barbuda, North America",north-america/antigua-and-barbuda/saint-mary,AG::AG-05::1::saint-mary::north-america::antigua-and-barbuda::saint-mary,1,AG-05,Parish,North America > Antigua and Barbuda > Saint Mary
North America,AG,Antigua and Barbuda,Saint Paul,Parish,,,,,Saint Paul,Parish,Antigua and Barbuda,country,north-america/antigua-and-barbuda,AG::country,"Saint Paul, Antigua and Barbuda, North America",north-america/antigua-and-barbuda/saint-paul,AG::AG-06::1::saint-paul::north-america::antigua-and-barbuda::saint-paul,1,AG-06,Parish,North America > Antigua and Barbuda > Saint Paul
North America,AG,Antigua and Barbuda,Saint Peter,Parish,,,,,Saint Peter,Parish,Antigua and Barbuda,country,north-america/antigua-and-barbuda,AG::country,"Saint Peter, Antigua and Barbuda, North America",north-america/antigua-and-barbuda/saint-peter,AG::AG-07::1::saint-peter::north-america::antigua-and-barbuda::saint-peter,1,AG-07,Parish,North America > Antigua and Barbuda > Saint Peter
North America,AG,Antigua and Barbuda,Saint Philip,Parish,,,,,Saint Philip,Parish,Antigua and Barbuda,country,north-america/antigua-and-barbuda,AG::country,"Saint Philip, Antigua and Barbuda, North America",north-america/antigua-and-barbuda/saint-philip,AG::AG-08::1::saint-philip::north-america::antigua-and-barbuda::saint-philip,1,AG-08,Parish,North America > Antigua and Barbuda > Saint Philip
North America,AG,Antigua and Barbuda,Barbuda,Dependency,,,,,Barbuda,Dependency,Antigua and Barbuda,country,north-america/antigua-and-barbuda,AG::country,"Barbuda, Antigua and Barbuda, North America",north-america/antigua-and-barbuda/barbuda,AG::AG-10::1::barbuda::north-america::antigua-and-barbuda::barbuda,1,AG-10,Dependency,North America > Antigua and Barbuda > Barbuda
North America,AG,Antigua and Barbuda,Redonda,Dependency,,,,,Redonda,Dependency,Antigua and Barbuda,country,north-america/antigua-and-barbuda,AG::country,"Redonda, Antigua and Barbuda, North America",north-america/antigua-and-barbuda/redonda,AG::AG-11::1::redonda::north-america::antigua-and-barbuda::redonda,1,AG-11,Dependency,North America > Antigua and Barbuda > Redonda
North America,AI,Anguilla,,,,,,,Anguilla,country,North America,continent,north-america,,"Anguilla, North America",north-america/anguilla,AI::country,0,,,North America > Anguilla
Europe,AL,Republic of Albania,Berat,County,,,,,Berat,County,Republic of Albania,country,europe/republic-of-albania,AL::country,"Berat, Republic of Albania, Europe",europe/republic-of-albania/berat,AL::AL-01::1::berat::europe::republic-of-albania::berat,1,AL-01,County,Europe > Republic of Albania > Berat
Europe,AL,Republic of Albania,Durrës,County,,,,,Durrës,County,Republic of Albania,country,europe/republic-of-albania,AL::country,"Durrës, Republic of Albania, Europe",europe/republic-of-albania/durres,AL::AL-02::1::durres::europe::republic-of-albania::durres,1,AL-02,County,Europe > Republic of Albania > Durrës
Europe,AL,Republic of Albania,Elbasan,County,,,,,Elbasan,County,Republic of Albania,country,europe/republic-of-albania,AL::country,"Elbasan, Republic of Albania, Europe",europe/republic-of-albania/elbasan,AL::AL-03::1::elbasan::europe::republic-of-albania::elbasan,1,AL-03,County,Europe > Republic of Albania > Elbasan
Europe,AL,Republic of Albania,Fier,County,,,,,Fier,County,Republic of Albania,country,europe/republic-of-albania,AL::country,"Fier, Republic of Albania, Europe",europe/republic-of-albania/fier,AL::AL-04::1::fier::europe::republic-of-albania::fier,1,AL-04,County,Europe > Republic of Albania > Fier
Europe,AL,Republic of Albania,Gjirokastër,County,,,,,Gjirokastër,County,Republic of Albania,country,europe/republic-of-albania,AL::country,"Gjirokastër, Republic of Albania, Europe",europe/republic-of-albania/gjirokaster,AL::AL-05::1::gjirokaster::europe::republic-of-albania::gjirokaster,1,AL-05,County,Europe > Republic of Albania > Gjirokastër
Europe,AL,Republic of Albania,Korçë,County,,,,,Korçë,County,Republic of Albania,country,europe/republic-of-albania,AL::country,"Korçë, Republic of Albania, Europe",europe/republic-of-albania/korce,AL::AL-06::1::korce::europe::republic-of-albania::korce,1,AL-06,County,Europe > Republic of Albania > Korçë
Europe,AL,Republic of Albania,Kukës,County,,,,,Kukës,County,Republic of Albania,country,europe/republic-of-albania,AL::country,"Kukës, Republic of Albania, Europe",europe/republic-of-albania/kukes,AL::AL-07::1::kukes::europe::republic-of-albania::kukes,1,AL-07,County,Europe > Republic of Albania > Kukës
Europe,AL,Republic of Albania,Lezhë,County,,,,,Lezhë,County,Republic of Albania,country,europe/republic-of-albania,AL::country,"Lezhë, Republic of Albania, Europe",europe/republic-of-albania/lezhe,AL::AL-08::1::lezhe::europe::republic-of-albania::lezhe,1,AL-08,County,Europe > Republic of Albania > Lezhë
Europe,AL,Republic of Albania,Dibër,County,,,,,Dibër,County,Republic of Albania,country,europe/republic-of-albania,AL::country,"Dibër, Republic of Albania, Europe",europe/republic-of-albania/diber,AL::AL-09::1::diber::europe::republic-of-albania::diber,1,AL-09,County,Europe > Republic of Albania > Dibër
Europe,AL,Republic of Albania,Shkodër,County,,,,,Shkodër,County,Republic of Albania,country,europe/republic-of-albania,AL::country,"Shkodër, Republic of Albania, Europe",europe/republic-of-albania/shkoder,AL::AL-10::1::shkoder::europe::republic-of-albania::shkoder,1,AL-10,County,Europe > Republic of Albania > Shkodër
Europe,AL,Republic of Albania,Tiranë,County,,,,,Tiranë,County,Republic of Albania,country,europe/republic-of-albania,AL::country,"Tiranë, Republic of Albania, Europe",europe/republic-of-albania/tirane,AL::AL-11::1::tirane::europe::republic-of-albania::tirane,1,AL-11,County,Europe > Republic of Albania > Tiranë
Europe,AL,Republic of Albania,Vlorë,County,,,,,Vlorë,County,Republic of Albania,country,europe/republic-of-albania,AL::country,"Vlorë, Republic of Albania, Europe",europe/republic-of-albania/vlore,AL::AL-12::1::vlore::europe::republic-of-albania::vlore,1,AL-12,County,Europe > Republic of Albania > Vlorë
Asia,AM,Republic of Armenia,Aragac̣otn,Region,,,,,Aragac̣otn,Region,Republic of Armenia,country,asia/republic-of-armenia,AM::country,"Aragac̣otn, Republic of Armenia, Asia",asia/republic-of-armenia/aragacotn,AM::AM-AG::1::aragacotn::asia::republic-of-armenia::aragacotn,1,AM-AG,Region,Asia > Republic of Armenia > Aragac̣otn
Asia,AM,Republic of Armenia,Ararat,Region,,,,,Ararat,Region,Republic of Armenia,country,asia/republic-of-armenia,AM::country,"Ararat, Republic of Armenia, Asia",asia/republic-of-armenia/ararat,AM::AM-AR::1::ararat::asia::republic-of-armenia::ararat,1,AM-AR,Region,Asia > Republic of Armenia > Ararat
Asia,AM,Republic of Armenia,Armavir,Region,,,,,Armavir,Region,Republic of Armenia,country,asia/republic-of-armenia,AM::country,"Armavir, Republic of Armenia, Asia",asia/republic-of-armenia/armavir,AM::AM-AV::1::armavir::asia::republic-of-armenia::armavir,1,AM-AV,Region,Asia > Republic of Armenia > Armavir
Asia,AM,Republic of Armenia,Erevan,City,,,,,Erevan,City,Republic of Armenia,country,asia/republic-of-armenia,AM::country,"Erevan, Republic of Armenia, Asia",asia/republic-of-armenia/erevan,AM::AM-ER::1::erevan::asia::republic-of-armenia::erevan,1,AM-ER,City,Asia > Republic of Armenia > Erevan
