continent,country_code,country_name,level1_name,level1_type,level2_name,level2_type,level3_name,level3_type,name,type,parent_name,parent_type,parent_slug,parent_import_key,display_name,slug,import_key,leaf_level,leaf_code,leaf_type,path
Asia,AZ,Republic of Azerbaijan,Sabirabad,Rayon,,,,,Sabirabad,Rayon,Republic of Azerbaijan,country,asia/republic-of-azerbaijan,AZ::country,"Sabirabad, Republic of Azerbaijan, Asia",asia/republic-of-azerbaijan/sabirabad,AZ::AZ-SAB::1::sabirabad::asia::republic-of-azerbaijan::sabirabad,1,AZ-SAB,Rayon,Asia > Republic of Azerbaijan > Sabirabad
Asia,AZ,Republic of Azerbaijan,Şəki,Rayon,,,,,Şəki,Rayon,Republic of Azerbaijan,country,asia/republic-of-azerbaijan,AZ::country,"Şəki, Republic of Azerbaijan, Asia",asia/republic-of-azerbaijan/ski,AZ::AZ-SAK::1::ski::asia::republic-of-azerbaijan::ski,1,AZ-SAK,Rayon,Asia > Republic of Azerbaijan > Şəki
Asia,AZ,Republic of Azerbaijan,Salyan,Rayon,,,,,Salyan,Rayon,Republic of Azerbaijan,country,asia/republic-of-azerbaijan,AZ::country,"Salyan, Republic of Azerbaijan, Asia",asia/republic-of-azerbaijan/salyan,AZ::AZ-SAL::1::salyan::asia::republic-of-azerbaijan::salyan,1,AZ-SAL,Rayon,Asia > Republic of Azerbaijan > Salyan
Asia,AZ,Republic of Azerbaijan,Saatlı,Rayon,,,,,Saatlı,Rayon,Republic of Azerbaijan,country,asia/republic-of-azerbaijan,AZ::country,"Saatlı, Republic of Azerbaijan, Asia",asia/republic-of-azerbaijan/saatl,AZ::AZ-SAT::1::saatl::asia::republic-of-azerbaijan::saatl,1,AZ-SAT,Rayon,Asia > Republic of Azerbaijan > Saatlı
Asia,AZ,Republic of Azerbaijan,Şabran,Rayon,,,,,Şabran,Rayon,Republic of Azerbaijan,country,asia/republic-of-azerbaijan,AZ::country,"Şabran, Republic of Azerbaijan, Asia",asia/republic-of-azerbaijan/sabran,AZ::AZ-SBN::1::sabran::asia::republic-of-azerbaijan::sabran,1,AZ-SBN,Rayon,Asia > Republic of Azerbaijan > Şabran
Asia,AZ,Republic of Azerbaijan,Siyəzən,Rayon,,,,,Siyəzən,Rayon,Republic of Azerbaijan,country,asia/republic-of-azerbaijan,AZ::country,"Siyəzən, Republic of Azerbaijan, Asia",asia/republic-of-azerbaijan/siyzn,AZ::AZ-SIY::1::siyzn::asia::republic-of-azerbaijan::siyzn,1,AZ-SIY,Rayon,Asia > Republic of Azerbaijan > Siyəzən
Asia,AZ,Republic of Azerbaijan,Şəmkir,Rayon,,,,,Şəmkir,Rayon,Republic of Azerbaijan,country,asia/republic-of-azerbaijan,AZ::country,"Şəmkir, Republic of Azerbaijan, Asia",asia/republic-of-azerbaijan/smkir,AZ::AZ-SKR::1::smkir::asia::republic-of-azerbaijan::smkir,1,AZ-SKR,Rayon,Asia > Republic of Azerbaijan > Şəmkir
Asia,AZ,Republic of Azerbaijan,Sumqayıt,Municipality,,,,,Sumqayıt,Municipality,Republic of Azerbaijan,country,asia/republic-of-azerbaijan,AZ::country,"Sumqayıt, Republic of Azerbaijan, Asia",asia/republic-of-azerbaijan/sumqayt,AZ::AZ-SM::1::sumqayt::asia::republic-of-azerbaijan::sumqayt,1,AZ-SM,Municipality,Asia > Republic of Azerbaijan > Sumqayıt
Asia,AZ,Republic of Azerbaijan,Şamaxı,Rayon,,,,,Şamaxı,Rayon,Republic of Azerbaijan,country,asia/republic-of-azerbaijan,AZ::country,"Şamaxı, Republic of Azerbaijan, Asia",asia/republic-of-azerbaijan/samax,AZ::AZ-SMI::1::samax::asia::republic-of-azerbaijan::samax,1,AZ-SMI,Rayon,Asia > Republic of Azerbaijan > Şamaxı
Asia,AZ,Republic of Azerbaijan,Samux,Rayon,,,,,Samux,Rayon,Republic of Azerbaijan,country,asia/republic-of-azerbaijan,AZ::country,"Samux, Republic of Azerbaijan, Asia",asia/republic-of-azerbaijan/samux,AZ::AZ-SMX::1::samux::asia::republic-of-azerbaijan::samux,1,AZ-SMX,Rayon,Asia > Republic of Azerbaijan > Samux
Asia,AZ,Republic of Azerbaijan,Şirvan,Municipality,,,,,Şirvan,Municipality,Republic of Azerbaijan,country,asia/republic-of-azerbaijan,AZ::country,"Şirvan, Republic of Azerbaijan, Asia",asia/republic-of-azerbaijan/sirvan,AZ::AZ-SR::1::sirvan::asia::republic-of-azerbaijan::sirvan,1,AZ-SR,Municipality,Asia > Republic of Azerbaijan > Şirvan
Asia,AZ,Republic of Azerbaijan,Şuşa,Rayon,,,,,Şuşa,Rayon,Republic of Azerbaijan,country,asia/republic-of-azerbaijan,AZ::country,"Şuşa, Republic of Azerbaijan, Asia",asia/republic-of-azerbaijan/susa,AZ::AZ-SUS::1::susa::asia::republic-of-azerbaijan::susa,1,AZ-SUS,Rayon,Asia > Republic of Azerbaijan > Şuşa
Asia,AZ,Republic of Azerbaijan,Tərtər,Rayon,,,,,Tərtər,Rayon,Republic of Azerbaijan,country,asia/republic-of-azerbaijan,AZ::country,"Tərtər, Republic of Azerbaijan, Asia",asia/republic-of-azerbaijan/trtr,AZ::AZ-TAR::1::trtr::asia::republic-of-azerbaijan::trtr,1,AZ-TAR,Rayon,Asia > Republic of Azerbaijan > Tərtər
Asia,AZ,Republic of Azerbaijan,Tovuz,Rayon,,,,,Tovuz,Rayon,Republic of Azerbaijan,country,asia/republic-of-azerbaijan,AZ::country,"Tovuz, Republic of Azerbaijan, Asia",asia/republic-of-azerbaijan/tovuz,AZ::AZ-TOV::1::tovuz::asia::republic-of-azerbaijan::tovuz,1,AZ-TOV,Rayon,Asia > Republic of Azerbaijan > Tovuz
Asia,AZ,Republic of Azerbaijan,Ucar,Rayon,,,,,Ucar,Rayon,Republic of Azerbaijan,country,asia/republic-of-azerbaijan,AZ::country,"Ucar, Republic of Azerbaijan, Asia",asia/republic-of-azerbaijan/ucar,AZ::AZ-UCA::1::ucar::asia::republic-of-azerbaijan::ucar,1,AZ-UCA,Rayon,Asia > Republic of Azerbaijan > Ucar
Asia,AZ,Republic of Azerbaijan,Xankəndi,Municipality,,,,,Xankəndi,Municipality,Republic of Azerbaijan,country,asia/republic-of-azerbaijan,AZ::country,"Xankəndi, Republic of Azerbaijan, Asia",asia/republic-of-azerbaijan/xankndi,AZ::AZ-XA::1::xankndi::asia::republic-of-azerbaijan::xankndi,1,AZ-XA,Municipality,Asia > Republic of Azerbaijan > Xankəndi
Asia,AZ,Republic of Azerbaijan,Xaçmaz,Rayon,,,,,Xaçmaz,Rayon,Republic of Azerbaijan,country,asia/republic-of-azerbaijan,AZ::country,"Xaçmaz, Republic of Azerbaijan, Asia",asia/republic-of-azerbaijan/xacmaz,AZ::AZ-XAC::1::xacmaz::asia::republic-of-azerbaijan::xacmaz,1,AZ-XAC,Rayon,Asia > Republic of Azerbaijan > Xaçmaz
Asia,AZ,Republic of Azerbaijan,Xocalı,Rayon,,,,,Xocalı,Rayon,Republic of Azerbaijan,country,asia/republic-of-azerbaijan,AZ::country,"Xocalı, Republic of Azerbaijan, Asia",asia/republic-of-azerbaijan/xocal,AZ::AZ-XCI::1::xocal::asia::republic-of-azerbaijan::xocal,1,AZ-XCI,Rayon,Asia > Republic of Azerbaijan > Xocalı
Asia,AZ,Republic of Azerbaijan,Xızı,Rayon,,,,,Xızı,Rayon,Republic of Azerbaijan,country,asia/republic-of-azerbaijan,AZ::country,"Xızı, Republic of Azerbaijan, Asia",asia/republic-of-azerbaijan/xz,AZ::AZ-XIZ::1::xz::asia::republic-of-azerbaijan::xz,1,AZ-XIZ,Rayon,Asia > Republic of Azerbaijan > Xızı
Asia,AZ,Republic of Azerbaijan,Xocavənd,Rayon,,,,,Xocavənd,Rayon,Republic of Azerbaijan,country,asia/republic-of-azerbaijan,AZ::country,"Xocavənd, Republic of Azerbaijan, Asia",asia/republic-of-azerbaijan/xocavnd,AZ::AZ-XVD::1::xocavnd::asia::republic-of-azerbaijan::xocavnd,1,AZ-XVD,Rayon,Asia > Republic of Azerbaijan > Xocavənd
Asia,AZ,Republic of Azerbaijan,Yardımlı,Rayon,,,,,Yardımlı,Rayon,Republic of Azerbaijan,country,asia/republic-of-azerbaijan,AZ::country,"Yardımlı, Republic of Azerbaijan, Asia",asia/republic-of-azerbaijan/yardml,AZ::AZ-YAR::1::yardml::asia::republic-of-azerbaijan::yardml,1,AZ-YAR,Rayon,Asia > Republic of Azerbaijan > Yardımlı
Asia,AZ,Republic of Azerbaijan,Yevlax,Municipality,,,,,Yevlax,Municipality,Republic of Azerbaijan,country,asia/republic-of-azerbaijan,AZ::country,"Yevlax, Republic of Azerbaijan, Asia",asia/republic-of-azerbaijan/yevlax,AZ::AZ-YE::1::yevlax::asia::republic-of-azerbaijan::yevlax,1,AZ-YE,Municipality,Asia > Republic of Azerbaijan > Yevlax
Asia,AZ,Republic of Azerbaijan,Yevlax,Rayon,,,,,Yevlax,Rayon,Republic of Azerbaijan,country,asia/republic-of-azerbaijan,AZ::country,"Yevlax, Republic of Azerbaijan, Asia",asia/republic-of-azerbaijan/yevlax,AZ::AZ-YEV::1::yevlax::asia::republic-of-azerbaijan::yevlax,1,AZ-YEV,Rayon,Asia > Republic of Azerbaijan > Yevlax
Asia,AZ,Republic of Azerbaijan,Zəngilan,Rayon,,,,,Zəngilan,Rayon,Republic of Azerbaijan,country,asia/republic-of-azerbaijan,AZ::country,"Zəngilan, Republic of Azerbaijan, Asia",asia/republic-of-azerbaijan/zngilan,AZ::AZ-ZAN::1::zngilan::asia::republic-of-azerbaijan::zngilan,1,AZ-ZAN,Rayon,Asia > Republic of Azerbaijan > Zəngilan
Asia,AZ,Republic of Azerbaijan,Zaqatala,Rayon,,,,,Zaqatala,Rayon,Republic of Azerbaijan,country,asia/republic-of-azerbaijan,AZ::country,"Zaqatala, Republic of Azerbaijan, Asia",asia/republic-of-azerbaijan/zaqatala,AZ::AZ-ZAQ::1::zaqatala::asia::republic-of-azerbaijan::zaqatala,1,AZ-ZAQ,Rayon,Asia > Republic of Azerbaijan > Zaqatala
Asia,AZ,Republic of Azerbaijan,Zərdab,Rayon,,,,,Zərdab,Rayon,Republic of Azerbaijan,country,asia/republic-of-azerbaijan,AZ::country,"Zərdab, Republic of Azerbaijan, Asia",asia/republic-of-azerbaijan/zrdab,AZ::AZ-ZAR::1::zrdab::asia::republic-of-azerbaijan::zrdab,1,AZ-ZAR,Rayon,Asia > Republic of Azerbaijan > Zərdab
Asia,AZ,Republic of Azerbaijan,Naxçıvan,Autonomous republic,Babək,Rayon,,,Babək,Rayon,Naxçıvan,Autonomous republic,asia/republic-of-azerbaijan/naxcvan,AZ::AZ-NX::1::naxcvan::asia::republic-of-azerbaijan::naxcvan,"Babək, Naxçıvan, Republic of Azerbaijan, Asia",asia/republic-of-azerbaijan/naxcvan/babk,AZ::AZ-BAB::2::babk::asia::republic-of-azerbaijan::naxcvan::babk,2,AZ-BAB,Rayon,Asia > Republic of Azerbaijan > Naxçıvan > Babək
Asia,AZ,Republic of Azerbaijan,Naxçıvan,Autonomous republic,Culfa,Rayon,,,Culfa,Rayon,Naxçıvan,Autonomous republic,asia/republic-of-azerbaijan/naxcvan,AZ::AZ-NX::1::naxcvan::asia::republic-of-azerbaijan::naxcvan,"Culfa, Naxçıvan, Republic of Azerbaijan, Asia",asia/republic-of-azerbaijan/naxcvan/culfa,AZ::AZ-CUL::2::culfa::asia::republic-of-azerbaijan::naxcvan::culfa,2,AZ-CUL,Rayon,Asia > Republic of Azerbaijan > Naxçıvan > Culfa
Asia,AZ,Republic of Azerbaijan,Naxçıvan,Autonomous republic,Kǝngǝrli,Rayon,,,Kǝngǝrli,Rayon,Naxçıvan,Autonomous republic,asia/republic-of-azerbaijan/naxcvan,AZ::AZ-NX::1::naxcvan::asia::republic-of-azerbaijan::naxcvan,"Kǝngǝrli, Naxçıvan, Republic of Azerbaijan, Asia",asia/republic-of-azerbaijan/naxcvan/kngrli,AZ::AZ-KAN::2::kngrli::asia::republic-of-azerbaijan::naxcvan::kngrli,2,AZ-KAN,Rayon,Asia > Republic of Azerbaijan > Naxçıvan > Kǝngǝrli
Asia,AZ,Republic of Azerbaijan,Naxçıvan,Autonomous republic,Naxçıvan,Municipality,,,Naxçıvan,Municipality,Naxçıvan,Autonomous republic,asia/republic-of-azerbaijan/naxcvan,AZ::AZ-NX::1::naxcvan::asia::republic-of-azerbaijan::naxcvan,"Naxçıvan, Naxçıvan, Republic of Azerbaijan, Asia",asia/republic-of-azerbaijan/naxcvan/naxcvan,AZ::AZ-NV::2::naxcvan::asia::republic-of-azerbaijan::naxcvan::naxcvan,2,AZ-NV,Municipality,Asia > Republic of Azerbaijan > Naxçıvan > Naxçıvan
Asia,AZ,Republic of Azerbaijan,Naxçıvan,Autonomous republic,Ordubad,Rayon,,,Ordubad,Rayon,Naxçıvan,Autonomous republic,asia/republic-of-azerbaijan/naxcvan,AZ::AZ-NX::1::naxcvan::asia::republic-of-azerbaijan::naxcvan,"Ordubad, Naxçıvan, Republic of Azerbaijan, Asia",asia/republic-of-azerbaijan/naxcvan/ordubad,AZ::AZ-ORD::2::ordubad::asia::republic-of-azerbaijan::naxcvan::ordubad,2,AZ-ORD,Rayon,Asia > Republic of Azerbaijan > Naxçıvan > Ordubad
Asia,AZ,Republic of Azerbaijan,Naxçıvan,Autonomous republic,Sədərək,Rayon,,,Sədərək,Rayon,Naxçıvan,Autonomous republic,asia/republic-of-azerbaijan/naxcvan,AZ::AZ-NX::1::naxcvan::asia::republic-of-azerbaijan::naxcvan,"Sədərək, Naxçıvan, Republic of Azerbaijan, Asia",asia/republic-of-azerbaijan/naxcvan/sdrk,AZ::AZ-SAD::2::sdrk::asia::republic-of-azerbaijan::naxcvan::sdrk,2,AZ-SAD,Rayon,Asia > Republic of Azerbaijan > Naxçıvan > Sədərək
Asia,AZ,Republic of Azerbaijan,Naxçıvan,Autonomous republic,Şahbuz,Rayon,,,Şahbuz,Rayon,Naxçıvan,Autonomous republic,asia/republic-of-azerbaijan/naxcvan,AZ::AZ-NX::1::naxcvan::asia::republic-of-azerbaijan::naxcvan,"Şahbuz, Naxçıvan, Republic of Azerbaijan, Asia",asia/republic-of-azerbaijan/naxcvan/sahbuz,AZ::AZ-SAH::2::sahbuz::asia::republic-of-azerbaijan::naxcvan::sahbuz,2,AZ-SAH,Rayon,Asia > Republic of Azerbaijan > Naxçıvan > Şahbuz
Asia,AZ,Republic of Azerbaijan,Naxçıvan,Autonomous republic,Şərur,Rayon,,,Şərur,Rayon,Naxçıvan,Autonomous republic,asia/republic-of-azerbaijan/naxcvan,AZ::AZ-NX::1::naxcvan::asia::republic-of-azerbaijan::naxcvan,"Şərur, Naxçıvan, Republic of Azerbaijan, Asia",asia/republic-of-azerbaijan/naxcvan/srur,AZ::AZ-SAR::2::srur::asia::republic-of-azerbaijan::naxcvan::srur,2,AZ-SAR,Rayon,Asia > Republic of Azerbaijan > Naxçıvan > Şərur
Europe,BA,Republic of Bosnia and Herzegovina,Federacija Bosne i Hercegovine,Entity,,,,,Federacija Bosne i Hercegovine,Entity,Republic of Bosnia and Herzegovina,country,europe/republic-of-bosnia-and-herzegovina,BA::country,"Federacija Bosne i Hercegovine, Republic of Bosnia and Herzegovina, Europe",europe/republic-of-bosnia-and-herzegovina/federacija-bosne-i-hercegovine,BA::BA-BIH::1::federacija-bosne-i-hercegovine::europe::republic-of-bosnia-and-herzegovina::federacija-bosne-i-hercegovine,1,BA-BIH,Entity,Europe > Republic of Bosnia and Herzegovina > Federacija Bosne i Hercegovine
Europe,BA,Republic of Bosnia and Herzegovina,Brčko distrikt,District with special status,,,,,Brčko distrikt,District with special status,Republic of Bosnia and Herzegovina,country,europe/republic-of-bosnia-and-herzegovina,BA::country,"Brčko distrikt, Republic of Bosnia and Herzegovina, Europe",europe/republic-of-bosnia-and-herzegovina/brcko-distrikt,BA::BA-BRC::1::brcko-distrikt::europe::republic-of-bosnia-and-herzegovina::brcko-distrikt,1,BA-BRC,District with special status,Europe > Republic of Bosnia and Herzegovina > Brčko distrikt
Europe,BA,Republic of Bosnia and Herzegovina,Republika Srpska,Entity,,,,,Republika Srpska,Entity,Republic of Bosnia and Herzegovina,country,europe/republic-of-bosnia-and-herzegovina,BA::country,"Republika Srpska, Republic of Bosnia and Herzegovina, Europe",europe/republic-of-bosnia-and-herzegovina/republika-srpska,BA::BA-SRP::1::republika-srpska::europe::republic-of-bosnia-and-herzegovina::republika-srpska,1,BA-SRP,Entity,Europe > Republic of Bosnia and Herzegovina > Republika Srpska
North America,BB,Barbados,Christ Church,Parish,,,,,Christ Church,Parish,Barbados,country,north-america/barbados,BB::country,"Christ Church, Barbados, North America",north-america/barbados/christ-church,BB::BB-01::1::christ-church::north-america::barbados::christ-church,1,BB-01,Parish,North America > Barbados > Christ Church
North America,BB,Barbados,Saint Andrew,Parish,,,,,Saint Andrew,Parish,Barbados,country,north-america/barbados,BB::country,"Saint Andrew, Barbados, North America",north-america/barbados/saint-andrew,BB::BB-02::1::saint-andrew::north-america::barbados::saint-andrew,1,BB-02,Parish,North America > Barbados > Saint Andrew
North America,BB,Barbados,Saint George,Parish,,,,,Saint George,Parish,Barbados,country,north-america/barbados,BB::country,"Saint George, Barbados, North America",north-america/barbados/saint-george,BB::BB-03::1::saint-george::north-america::barbados::saint-george,1,BB-03,Parish,North America > Barbados > Saint George
North America,BB,Barbados,Saint James,Parish,,,,,Saint James,Parish,Barbados,country,north-america/barbados,BB::country,"Saint James, Barbados, North America",north-america/barbados/saint-james,BB::BB-04::1::saint-james::north-america::barbados::saint-james,1,BB-04,Parish,North America > Barbados > Saint James
North America,BB,Barbados,Saint John,Parish,,,,,Saint John,Parish,Barbados,country,north-america/barbados,BB::country,"Saint John, Barbados, North America",north-america/barbados/saint-john,BB::BB-05::1::saint-john::north-america::barbados::saint-john,1,BB-05,Parish,North America > Barbados > Saint John
North America,BB,Barbados,Saint Joseph,Parish,,,,,Saint Joseph,Parish,Barbados,country,north-america/barbados,BB::country,"Saint Joseph, Barbados, North America",north-america/barbados/saint-joseph,BB::BB-06::1::saint-joseph::north-america::barbados::saint-joseph,1,BB-06,Parish,North America > Barbados > Saint Joseph
North America,BB,Barbados,Saint Lucy,Parish,,,,,Saint Lucy,Parish,Barbados,country,north-america/barbados,BB::country,"Saint Lucy, Barbados, North America",north-america/barbados/saint-lucy,BB::BB-07::1::saint-lucy::north-america::barbados::saint-lucy,1,BB-07,Parish,North America > Barbados > Saint Lucy
North America,BB,Barbados,Saint Michael,Parish,,,,,Saint Michael,Parish,Barbados,country,north-america/barbados,BB::country,"Saint Michael, Barbados, North America",north-america/barbados/saint-michael,BB::BB-08::1::saint-michael::north-america::barbados::saint-michael,1,BB-08,Parish,North America > Barbados > Saint Michael
North America,BB,Barbados,Saint Peter,Parish,,,,,Saint Peter,Parish,Barbados,country,north-america/barbados,BB::country,"Saint Peter, Barbados, North America",north-america/barbados/saint-peter,BB::BB-09::1::saint-peter::north-america::barbados::saint-peter,1,BB-09,Parish,North America > Barbados > Saint Peter
North America,BB,Barbados,Saint Philip,Parish,,,,,Saint Philip,Parish,Barbados,country,north-america/barbados,BB::country,"Saint Philip, Barbados, North America",north-america/barbados/saint-philip,BB::BB-10::1::saint-philip::north-america::barbados::saint-philip,1,BB-10,Parish,North America > Barbados > Saint Philip
North America,BB,Barbados,Saint Thomas,Parish,,,,,Saint Thomas,Parish,Barbados,country,north-america/barbados,BB::country,"Saint Thomas, Barbados, North America",north-america/barbados/saint-thomas,BB::BB-11::1::saint-thomas::north-america::barbados::saint-thomas,1,BB-11,Parish,North America > Barbados > Saint Thomas
Asia,BD,People's Republic of Bangladesh,Chattogram,Division,Bandarban,District,,,Bandarban,District,Chattogram,Division,asia/peoples-republic-of-bangladesh/chattogram,BD::BD-B::1::chattogram::asia::peoples-republic-of-bangladesh::chattogram,"Bandarban, Chattogram, People's Republic of Bangladesh, Asia",asia/peoples-republic-of-bangladesh/chattogram/bandarban,BD::BD-01::2::bandarban::asia::peoples-republic-of-bangladesh::chattogram::bandarban,2,BD-01,District,Asia > People's Republic of Bangladesh > Chattogram > Bandarban
Asia,BD,People's Republic of Bangladesh,Barishal,Division,Barguna,District,,,Barguna,District,Barishal,Division,asia/peoples-republic-of-bangladesh/barishal,BD::BD-A::1::barishal::asia::peoples-republic-of-bangladesh::barishal,"Barguna, Barishal, People's Republic of Bangladesh, Asia",asia/peoples-republic-of-bangladesh/barishal/barguna,BD::BD-02::2::barguna::asia::peoples-republic-of-bangladesh::barishal::barguna,2,BD-02,District,Asia > People's Republic of Bangladesh > Barishal > Barguna
Asia,BD,People's Republic of Bangladesh,Rajshahi,Division,Bogura,District,,,Bogura,District,Rajshahi,Division,asia/peoples-republic-of-bangladesh/rajshahi,BD::BD-E::1::rajshahi::asia::peoples-republic-of-bangladesh::rajshahi,"Bogura, Rajshahi, People's Republic of Bangladesh, Asia",asia/peoples-republic-of-bangladesh/rajshahi/bogura,BD::BD-03::2::bogura::asia::peoples-republic-of-bangladesh::rajshahi::bogura,2,BD-03,District,Asia > People's Republic of Bangladesh > Rajshahi > Bogura
Asia,BD,People's Republic of Bangladesh,Chattogram,Division,Brahmanbaria,District,,,Brahmanbaria,District,Chattogram,Division,asia/peoples-republic-of-bangladesh/chattogram,BD::BD-B::1::chattogram::asia::peoples-republic-of-bangladesh::chattogram,"Brahmanbaria, Chattogram, People's Republic of Bangladesh, Asia",asia/peoples-republic-of-bangladesh/chattogram/brahmanbaria,BD::BD-04::2::brahmanbaria::asia::peoples-republic-of-bangladesh::chattogram::brahmanbaria,2,BD-04,District,Asia > People's Republic of Bangladesh > Chattogram > Brahmanbaria
Asia,BD,People's Republic of Bangladesh,Khulna,Division,Bagerhat,District,,,Bagerhat,District,Khulna,Division,asia/peoples-republic-of-bangladesh/khulna,BD::BD-D::1::khulna::asia::peoples-republic-of-bangladesh::khulna,"Bagerhat, Khulna, People's Republic of Bangladesh, Asia",asia/peoples-republic-of-bangladesh/khulna/bagerhat,BD::BD-05::2::bagerhat::asia::peoples-republic-of-bangladesh::khulna::bagerhat,2,BD-05,District,Asia > People's Republic of Bangladesh > Khulna > Bagerhat
Asia,BD,People's Republic of Bangladesh,Barishal,Division,Barishal,District,,,Barishal,District,Barishal,Division,asia/peoples-republic-of-bangladesh/barishal,BD::BD-A::1::barishal::asia::peoples-republic-of-bangladesh::barishal,"Barishal, Barishal, People's Republic of Bangladesh, Asia",asia/peoples-republic-of-bangladesh/barishal/barishal,BD::BD-06::2::barishal::asia::peoples-republic-of-bangladesh::barishal::barishal,2,BD-06,District,Asia > People's Republic of Bangladesh > Barishal > Barishal
Asia,BD,People's Republic of Bangladesh,Barishal,Division,Bhola,District,,,Bhola,District,Barishal,Division,asia/peoples-republic-of-bangladesh/barishal,BD::BD-A::1::barishal::asia::peoples-republic-of-bangladesh::barishal,"Bhola, Barishal, People's Republic of Bangladesh, Asia",asia/peoples-republic-of-bangladesh/barishal/bhola,BD::BD-07::2::bhola::asia::peoples-republic-of-bangladesh::barishal::bhola,2,BD-07,District,Asia > People's Republic of Bangladesh > Barishal > Bhola
Asia,BD,People's Republic of Bangladesh,Chattogram,Division,Cumilla,District,,,Cumilla,District,Chattogram,Division,asia/peoples-republic-of-bangladesh/chattogram,BD::BD-B::1::chattogram::asia::peoples-republic-of-bangladesh::chattogram,"Cumilla, Chattogram, People's Republic of Bangladesh, Asia",asia/peoples-republic-of-bangladesh/chattogram/cumilla,BD::BD-08::2::cumilla::asia::peoples-republic-of-bangladesh::chattogram::cumilla,2,BD-08,District,Asia > People's Republic of Bangladesh > Chattogram > Cumilla
Asia,BD,People's Republic of Bangladesh,Chattogram,Division,Chandpur,District,,,Chandpur,District,Chattogram,Division,asia/peoples-republic-of-bangladesh/chattogram,BD::BD-B::1::chattogram::asia::peoples-republic-of-bangladesh::chattogram,"Chandpur, Chattogram, People's Republic of Bangladesh, Asia",asia/peoples-republic-of-bangladesh/chattogram/chandpur,BD::BD-09::2::chandpur::asia::peoples-republic-of-bangladesh::chattogram::chandpur,2,BD-09,District,Asia > People's Republic of Bangladesh > Chattogram > Chandpur
Asia,BD,People's Republic of Bangladesh,Chattogram,Division,Chattogram,District,,,Chattogram,District,Chattogram,Division,asia/peoples-republic-of-bangladesh/chattogram,BD::BD-B::1::chattogram::asia::peoples-republic-of-bangladesh::chattogram,"Chattogram, Chattogram, People's Republic of Bangladesh, Asia",asia/peoples-republic-of-bangladesh/chattogram/chattogram,BD::BD-10::2::chattogram::asia::peoples-republic-of-bangladesh::chattogram::chattogram,2,BD-10,District,Asia > People's Republic of Bangladesh > Chattogram > Chattogram
Asia,BD,People's Republic of Bangladesh,Chattogram,Division,Cox's Bazar,District,,,Cox's Bazar,District,Chattogram,Division,asia/peoples-republic-of-bangladesh/chattogram,BD::BD-B::1::chattogram::asia::peoples-republic-of-bangladesh::chattogram,"Cox's Bazar, Chattogram, People's Republic of Bangladesh, Asia",asia/peoples-republic-of-bangladesh/chattogram/coxs-bazar,BD::BD-11::2::coxs-bazar::asia::peoples-republic-of-bangladesh::chattogram::coxs-bazar,2,BD-11,District,Asia > People's Republic of Bangladesh > Chattogram > Cox's Bazar
Asia,BD,People's Republic of Bangladesh,Khulna,Division,Chuadanga,District,,,Chuadanga,District,Khulna,Division,asia/peoples-republic-of-bangladesh/khulna,BD::BD-D::1::khulna::asia::peoples-republic-of-bangladesh::khulna,"Chuadanga, Khulna, People's Republic of Bangladesh, Asia",asia/peoples-republic-of-bangladesh/khulna/chuadanga,BD::BD-12::2::chuadanga::asia::peoples-republic-of-bangladesh::khulna::chuadanga,2,BD-12,District,Asia > People's Republic of Bangladesh > Khulna > Chuadanga
Asia,BD,People's Republic of Bangladesh,Dhaka,Division,Dhaka,District,,,Dhaka,District,Dhaka,Division,asia/peoples-republic-of-bangladesh/dhaka,BD::BD-C::1::dhaka::asia::peoples-republic-of-bangladesh::dhaka,"Dhaka, Dhaka, People's Republic of Bangladesh, Asia",asia/peoples-republic-of-bangladesh/dhaka/dhaka,BD::BD-13::2::dhaka::asia::peoples-republic-of-bangladesh::dhaka::dhaka,2,BD-13,District,Asia > People's Republic of Bangladesh > Dhaka > Dhaka
Asia,BD,People's Republic of Bangladesh,Rangpur,Division,Dinajpur,District,,,Dinajpur,District,Rangpur,Division,asia/peoples-republic-of-bangladesh/rangpur,BD::BD-F::1::rangpur::asia::peoples-republic-of-bangladesh::rangpur,"Dinajpur, Rangpur, People's Republic of Bangladesh, Asia",asia/peoples-republic-of-bangladesh/rangpur/dinajpur,BD::BD-14::2::dinajpur::asia::peoples-republic-of-bangladesh::rangpur::dinajpur,2,BD-14,District,Asia > People's Republic of Bangladesh > Rangpur > Dinajpur
Asia,BD,People's Republic of Bangladesh,Dhaka,Division,Faridpur,District,,,Faridpur,District,Dhaka,Division,asia/peoples-republic-of-bangladesh/dhaka,BD::BD-C::1::dhaka::asia::peoples-republic-of-bangladesh::dhaka,"Faridpur, Dhaka, People's Republic of Bangladesh, Asia",asia/peoples-republic-of-bangladesh/dhaka/faridpur,BD::BD-15::2::faridpur::asia::peoples-republic-of-bangladesh::dhaka::faridpur,2,BD-15,District,Asia > People's Republic of Bangladesh > Dhaka > Faridpur
